Brand,Name,Graphics Processor__GPU Name,Graphics Processor__Architecture,Release_Year_Normalized,Memory__Memory Size,Memory__Memory Type,Memory__Memory Bus,Graphics Card__Bus Interface,Board Design__TDP,Render Config__Shading Units,Theoretical Performance__FP32 (float),Graphics Features__DirectX,Graphics Features__OpenGL,Graphics Features__Shader Model,Recommended Resolutions
ATI,Radeon HD 2600 XT Mac Edition,RV630,TeraScale,2008,256 MB,GDDR3,128 bit,pcie x1.0 x16,45 W,120.0,unknown,10.0 (10_0),3.3,4.0,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
ATI,Radeon HD 3200 IGP,RS780,TeraScale,2008,System Shared,System Shared,System Shared,unknown,unknown,40.0,unknown,10.0 (10_0),3.3,4.1,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
ATI,Radeon HD 3300 IGP,RS780,TeraScale,2008,System Shared,System Shared,System Shared,unknown,unknown,40.0,unknown,10.0 (10_0),3.3,4.1,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
ATI,Radeon HD 3450 AGP,RV620,TeraScale,2008,512 MB,DDR2,64 bit,agp8x,25 W,40.0,unknown,10.1 (10_1),3.3,4.1,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
ATI,Radeon HD 3450 PCI,RV620,TeraScale,2008,512 MB,DDR2,64 bit,pci,25 W,40.0,unknown,10.1 (10_1),3.3,4.1,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
ATI,Radeon HD 3470,RV620,TeraScale,2008,256 MB,GDDR3,64 bit,pcie x2.0 x16,30 W,40.0,unknown,10.1 (10_1),3.3,4.1,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
ATI,Radeon HD 3550,RV620,TeraScale,2008,512 MB,DDR2,64 bit,pcie x2.0 x16,30 W,40.0,unknown,10.1 (10_1),3.3,4.1,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
ATI,Radeon HD 3650,RV635,TeraScale,2008,256 MB,GDDR3,128 bit,pcie x2.0 x16,65 W,120.0,unknown,10.1 (10_1),3.3,4.1,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
ATI,Radeon HD 3650 AGP,RV635,TeraScale,2008,512 MB,DDR2,128 bit,agp8x,65 W,120.0,unknown,10.1 (10_1),3.3,4.1,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
ATI,Radeon HD 3690,RV670,TeraScale,2008,256 MB,GDDR3,128 bit,pcie x2.0 x16,75 W,320.0,unknown,10.1 (10_1),3.3 (full) 4.0 (partial),4.1,Good:640x480 | Low FPS:1280x720 | Unplayable:1366x768
ATI,Radeon HD 3730,RV635,TeraScale,2008,512 MB,DDR2,128 bit,pcie x2.0 x16,65 W,120.0,unknown,10.1 (10_1),3.3,4.1,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
ATI,Radeon HD 3750,RV635,TeraScale,2008,512 MB,GDDR3,128 bit,pcie x2.0 x16,65 W,120.0,unknown,10.1 (10_1),3.3,4.1,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
ATI,Radeon HD 3830,RV670,TeraScale,2008,256 MB,GDDR3,128 bit,pcie x2.0 x16,75 W,320.0,unknown,10.1 (10_1),3.3 (full) 4.0 (partial),4.1,
ATI,Radeon HD 3850 AGP,RV670,TeraScale,2008,512 MB,GDDR3,256 bit,agp8x,75 W,320.0,unknown,10.1 (10_1),3.3 (full) 4.0 (partial),4.1,Good:640x480 | Low FPS:1280x720 | Unplayable:1366x768
ATI,Radeon HD 3850 X2,RV670,TeraScale,2008,512 MB,GDDR3,256 bit,pcie x2.0 x16,140 W,320.0,unknown,10.1 (10_1),3.3 (full) 4.0 (partial),4.1,Good:640x480 | Playable:1280x720 | Low FPS:1366x768
ATI,Radeon HD 3870 Mac Edition,RV670,TeraScale,2008,512 MB,GDDR4,256 bit,pcie x2.0 x16,106 W,320.0,unknown,10.1 (10_1),3.3 (full) 4.0 (partial),4.1,Good:640x480 | Playable:1280x720 | Low FPS:1366x768
ATI,Radeon HD 3870 X2,R680,TeraScale,2008,512 MB,GDDR3,256 bit,pcie x2.0 x16,165 W,320.0,unknown,10.1 (10_1),3.3 (full) 4.0 (partial),4.1,Good:1280x720 | Low FPS:1366x768 | Unplayable:1600x900
ATI,Radeon HD 4350,RV710,TeraScale,2008,512 MB,DDR3,64 bit,pcie x2.0 x16,20 W,80.0,unknown,10.1 (10_1),3.3,4.1,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
ATI,Radeon HD 4350 AGP,RV710,TeraScale,2008,512 MB,DDR3,64 bit,agp8x,20 W,80.0,unknown,10.1 (10_1),3.3,4.1,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
ATI,Radeon HD 4350 PCI,RV710,TeraScale,2008,512 MB,DDR2,64 bit,pci,20 W,80.0,unknown,10.1 (10_1),3.3,4.1,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
ATI,Radeon HD 4350 PCIe x1,RV710,TeraScale,2008,512 MB,DDR2,64 bit,pcie x2.0 x1,20 W,80.0,unknown,10.1 (10_1),3.3,4.1,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
ATI,Radeon HD 4550,RV710,TeraScale,2008,256 MB,DDR2,64 bit,pcie x2.0 x16,25 W,80.0,unknown,10.1 (10_1),3.3,4.1,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
ATI,Radeon HD 4570,RV710,TeraScale,2008,1024 MB,DDR2,64 bit,pcie x2.0 x16,25 W,80.0,unknown,10.1 (10_1),3.3,4.1,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
ATI,Radeon HD 4650,RV730,TeraScale,2008,256 MB,GDDR3,128 bit,pcie x2.0 x16,48 W,320.0,unknown,10.1 (10_1),3.3,4.1,Good:640x480 | Low FPS:1280x720 | Unplayable:1366x768
ATI,Radeon HD 4650 AGP,RV730,TeraScale,2008,512 MB,DDR2,128 bit,agp8x,48 W,320.0,unknown,10.1 (10_1),3.3,4.1,Good:640x480 | Low FPS:1280x720 | Unplayable:1366x768
ATI,Radeon HD 4670,RV730,TeraScale,2008,512 MB,GDDR3,128 bit,pcie x2.0 x16,59 W,320.0,unknown,10.1 (10_1),3.3,4.1,Good:640x480 | Low FPS:1280x720 | Unplayable:1366x768
ATI,Radeon HD 4670 X2,RV730,TeraScale,2008,512 MB,GDDR3,128 bit,pcie x2.0 x16,118 W,320.0,unknown,10.1 (10_1),3.3,4.1,Good:640x480 | Low FPS:1280x720 | Unplayable:1366x768
ATI,Radeon HD 4710,RV730,TeraScale,2008,1024 MB,GDDR3,128 bit,pcie x2.0 x16,59 W,320.0,unknown,10.1 (10_1),3.3,4.1,Good:640x480 | Low FPS:1280x720 | Unplayable:1366x768
ATI,Radeon HD 4730 OEM,RV670,TeraScale,2008,1024 MB,DDR2,256 bit,pcie x2.0 x16,110 W,320.0,unknown,10.1 (10_1),3.3 (full) 4.0 (partial),4.1,Good:640x480 | Low FPS:1280x720 | Unplayable:1366x768
ATI,Radeon HD 4830,RV770,TeraScale,2008,512 MB,GDDR3,256 bit,pcie x2.0 x16,95 W,640.0,unknown,10.1 (10_1),3.3,4.1,Good:640x480 | Playable:1280x720 | Low FPS:1366x768
ATI,Radeon HD 4850,RV770,TeraScale,2008,512 MB,GDDR3,256 bit,pcie x2.0 x16,110 W,800.0,unknown,10.1 (10_1),3.3,4.1,Good:1280x720 | Low FPS:1366x768 | Unplayable:1600x900
ATI,Radeon HD 4850 X2,R700,TeraScale,2008,512 MB,GDDR3,256 bit,pcie x2.0 x16,250 W,800.0,unknown,10.1 (10_1),3.3,4.1,Good:1280x720 | Playable:1366x768 | Low FPS:1600x900
ATI,Radeon HD 4870,RV770,TeraScale,2008,512 MB,GDDR5,256 bit,pcie x2.0 x16,150 W,800.0,unknown,10.1 (10_1),3.3,4.1,Good:1280x720 | Low FPS:1366x768 | Unplayable:1600x900
ATI,Radeon HD 4870 X2,R700,TeraScale,2008,1024 MB,GDDR5,256 bit,pcie x2.0 x16,286 W,800.0,unknown,10.1 (10_1),3.3,4.1,Good:1280x720 | Playable:1366x768 | Low FPS:1600x900
ATI,Radeon X1050,RV410,R400,2008,128 MB,DDR,64 bit,pcie x1.0 x16,24 W,fixed-pipeline,unknown,9.0b (9_2),2.0,,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
ATI,Radeon Xpress 2100 IGP,RS780,TeraScale,2008,System Shared,System Shared,System Shared,unknown,unknown,40.0,unknown,10.0 (10_0),3.3,4.1,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
ATI,Xbox 360 GPU 65nm,Xenos Jasper,TeraScale,2008,512 MB,GDDR3,128 bit,unknown,150 W,240.0,unknown,9.0c (9_3),,3.0,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
ATI,FirePro 2450 Multi-View,RV620,TeraScale,2009,256 MB,DDR3,64 bit,pcie x2.0 x16,32 W,40.0,unknown,10.1 (10_1),3.3,4.1,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
ATI,FirePro 2450 Multi-View PCIe x1,RV620,TeraScale,2009,256 MB,DDR3,64 bit,pcie x2.0 x1,32 W,40.0,unknown,10.1 (10_1),3.3,4.1,Low FPS:640x480 | Unplayable:1280x720 | Unplayable:1366x768
ATI,FirePro M5725,M96,TeraScale,2009,512 MB,GDDR3,128 bit,unknown,35 W,320.0,unknown,10.1 (10_1),3.3,4.1,Good:640x480 | Low FPS:1280x720 | Unplayable:1366x768
ATI,FirePro M7740,M97,TeraScale,2009,1024 MB,GDDR5,128 bit,unknown,60 W,640.0,unknown,10.1 (10_1),3.3,4.1,Good:640x480 | Playable:1280x720 | Low FPS:1366x768
ATI,FirePro V7750,RV730,TeraScale,2009,1024 MB,GDDR3,128 bit,pcie x2.0 x16,76 W,320.0,unknown,10.1 (10_1),3.3,4.1,Good:640x480 | Low FPS:1280x720 | Unplayable:1366x768
ATI,Mobility FireGL V5725,M86,TeraScale,2009,256 MB,GDDR3,128 bit,unknown,unknown,120.0,unknown,10.1 (10_1),3.3,4.1,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
ATI,Mobility Radeon HD 4100 IGP,RS880,TeraScale,2009,System Shared,System Shared,System Shared,unknown,unknown,40.0,unknown,10.1 (10_1),3.3,4.1,Low FPS:640x480 | Unplayable:1280x720 | Unplayable:1366x768
ATI,Mobility Radeon HD 4200 IGP,RS880,TeraScale,2009,System Shared,System Shared,System Shared,unknown,unknown,40.0,unknown,10.1 (10_1),3.3,4.1,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
ATI,Mobility Radeon HD 4330,M92,TeraScale,2009,512 MB,GDDR3,64 bit,unknown,unknown,80.0,unknown,10.1 (10_1),3.3,4.1,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
ATI,Mobility Radeon HD 4350,M93,TeraScale,2009,512 MB,GDDR3,64 bit,unknown,unknown,80.0,unknown,10.1 (10_1),3.3,4.1,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
ATI,Mobility Radeon HD 4530,M92,TeraScale,2009,512 MB,GDDR3,64 bit,unknown,unknown,80.0,unknown,10.1 (10_1),3.3,4.1,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
ATI,Mobility Radeon HD 4570,M92,TeraScale,2009,512 MB,GDDR3,64 bit,unknown,unknown,80.0,unknown,10.1 (10_1),3.3,4.1,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
ATI,Mobility Radeon HD 4650,M96,TeraScale,2009,1024 MB,GDDR3,128 bit,unknown,35 W,320.0,unknown,10.1 (10_1),3.3,4.1,Good:640x480 | Low FPS:1280x720 | Unplayable:1366x768
ATI,Mobility Radeon HD 4670,M96,TeraScale,2009,512 MB,GDDR3,128 bit,unknown,35 W,320.0,unknown,10.1 (10_1),3.3,4.1,Good:640x480 | Low FPS:1280x720 | Unplayable:1366x768
ATI,Mobility Radeon HD 4670 Mac Edition,M96,TeraScale,2009,256 MB,GDDR3,128 bit,unknown,35 W,320.0,unknown,10.1 (10_1),3.3,4.1,Good:640x480 | Low FPS:1280x720 | Unplayable:1366x768
ATI,Mobility Radeon HD 4830,M97,TeraScale,2009,1024 MB,GDDR3,128 bit,unknown,unknown,640.0,unknown,10.1 (10_1),3.3,4.1,Good:640x480 | Playable:1280x720 | Unplayable:1366x768
ATI,Mobility Radeon HD 4850,M98,TeraScale,2009,1024 MB,GDDR3,256 bit,unknown,unknown,800.0,unknown,10.1 (10_1),3.3,4.1,Good:640x480 | Playable:1280x720 | Low FPS:1366x768
ATI,Mobility Radeon HD 4850 Mac Edition,M98,TeraScale,2009,512 MB,GDDR3,256 bit,unknown,unknown,800.0,unknown,10.1 (10_1),3.3,4.1,Good:640x480 | Playable:1280x720 | Low FPS:1366x768
ATI,Mobility Radeon HD 4850 X2,M98,TeraScale,2009,1024 MB,GDDR5,256 bit,unknown,unknown,800.0,unknown,10.1 (10_1),3.3,4.1,Good:1280x720 | Low FPS:1366x768 | Unplayable:1600x900
ATI,Mobility Radeon HD 4860,M97,TeraScale,2009,1024 MB,GDDR5,128 bit,unknown,unknown,640.0,unknown,10.1 (10_1),3.3,4.1,Good:640x480 | Playable:1280x720 | Low FPS:1366x768
ATI,Mobility Radeon HD 4870,M98,TeraScale,2009,512 MB,GDDR3,256 bit,unknown,unknown,800.0,unknown,10.1 (10_1),3.3,4.1,Good:640x480 | Playable:1280x720 | Low FPS:1366x768
ATI,Mobility Radeon HD 4870 X2,M98,TeraScale,2009,1024 MB,GDDR5,256 bit,unknown,unknown,800.0,unknown,10.1 (10_1),3.3,4.1,Good:1280x720 | Low FPS:1366x768 | Unplayable:1600x900
ATI,Radeon 3000 IGP,RS780,TeraScale,2009,System Shared,System Shared,System Shared,unknown,unknown,40.0,unknown,10.0 (10_0),3.3,4.1,Low FPS:640x480 | Unplayable:1280x720 | Unplayable:1366x768
ATI,Radeon E4690 MXM,M96,TeraScale,2009,512 MB,GDDR3,128 bit,unknown,30 W,320.0,unknown,10.1 (10_1),3.3,4.1,Good:640x480 | Low FPS:1280x720 | Unplayable:1366x768
ATI,Radeon E4690 MXM,M96,TeraScale,2009,512 MB,GDDR3,128 bit,unknown,30 W,320.0,unknown,10.1 (10_1),3.3,4.1,Good:640x480 | Low FPS:1280x720 | Unplayable:1366x768
ATI,Radeon E4690 PCIe,M96,TeraScale,2009,512 MB,GDDR3,128 bit,unknown,30 W,320.0,unknown,10.1 (10_1),3.3,4.1,Good:640x480 | Low FPS:1280x720 | Unplayable:1366x768
ATI,Radeon HD 3200 Mobile IGP,RS780,TeraScale,2009,System Shared,System Shared,System Shared,unknown,unknown,40.0,unknown,10.0 (10_0),3.3,4.1,Low FPS:640x480 | Unplayable:1280x720 | Unplayable:1366x768
ATI,Radeon HD 3410,RV610,TeraScale,2009,256 MB,DDR2,64 bit,pcie x1.0 x16,20 W,40.0,unknown,10.0 (10_0),3.3,4.0,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
ATI,Radeon HD 3610,RV630,TeraScale,2009,512 MB,DDR2,128 bit,pcie x1.0 x16,35 W,120.0,unknown,10.0 (10_0),3.3,4.0,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
ATI,Radeon HD 4200 IGP,RS880,TeraScale,2009,System Shared,System Shared,System Shared,unknown,unknown,40.0,unknown,10.1 (10_1),3.3,4.1,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
ATI,Radeon HD 4250,RV620,TeraScale,2009,512 MB,DDR2,64 bit,pcie x2.0 x16,25 W,40.0,unknown,10.1 (10_1),3.3,4.1,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
ATI,Radeon HD 4520,RV710,TeraScale,2009,512 MB,DDR2,64 bit,pcie x2.0 x16,25 W,80.0,unknown,10.1 (10_1),3.3,4.1,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
ATI,Radeon HD 4570 Rebrand,RV635,TeraScale,2009,1024 MB,DDR2,128 bit,pcie x2.0 x16,65 W,120.0,unknown,10.1 (10_1),3.3,4.1,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
ATI,Radeon HD 4670 AGP,RV730,TeraScale,2009,1024 MB,GDDR3,128 bit,agp8x,59 W,320.0,unknown,10.1 (10_1),3.3,4.1,Good:640x480 | Low FPS:1280x720 | Unplayable:1366x768
ATI,Radeon HD 4730,RV770,TeraScale,2009,512 MB,GDDR5,128 bit,pcie x2.0 x16,110 W,640.0,unknown,10.1 (10_1),3.3,4.1,Good:640x480 | Playable:1280x720 | Low FPS:1366x768
ATI,Radeon HD 4750,RV740,TeraScale,2009,512 MB,GDDR5,128 bit,pcie x2.0 x16,100 W,640.0,unknown,10.1 (10_1),3.3,4.1,Good:1280x720 | Low FPS:1366x768 | Unplayable:1600x900
ATI,Radeon HD 4770,RV740,TeraScale,2009,512 MB,GDDR5,128 bit,pcie x2.0 x16,80 W,640.0,unknown,10.1 (10_1),3.3,4.1,Good:1280x720 | Low FPS:1366x768 | Unplayable:1600x900
ATI,Radeon HD 4810,RV770,TeraScale,2009,512 MB,GDDR5,128 bit,pcie x2.0 x16,95 W,640.0,unknown,10.1 (10_1),3.3,4.1,Good:640x480 | Playable:1280x720 | Unplayable:1366x768
ATI,Radeon HD 4860,RV790,TeraScale,2009,512 MB,GDDR5,256 bit,pcie x2.0 x16,130 W,640.0,unknown,10.1 (10_1),3.3,4.1,Good:1280x720 | Low FPS:1366x768 | Unplayable:1600x900
ATI,Radeon HD 4870 Mac Edition,RV770,TeraScale,2009,512 MB,GDDR5,256 bit,pcie x2.0 x16,150 W,800.0,unknown,10.1 (10_1),3.3,4.1,Good:1280x720 | Low FPS:1366x768 | Unplayable:1600x900
ATI,Radeon HD 4890,RV790,TeraScale,2009,1024 MB,GDDR5,256 bit,pcie x2.0 x16,190 W,800.0,unknown,10.1 (10_1),3.3,4.1,Good:1280x720 | Playable:1366x768 | Low FPS:1600x900
ATI,Radeon HD 5750,Juniper,TeraScale 2,2009,1024 MB,GDDR5,128 bit,pcie x2.0 x16,86 W,720.0,unknown,11.2 (11_0),4.4,5.0,Good:1280x720 | Low FPS:1366x768 | Unplayable:1600x900
ATI,Radeon HD 5770,Juniper,TeraScale 2,2009,1024 MB,GDDR5,128 bit,pcie x2.0 x16,108 W,800.0,unknown,11.2 (11_0),4.4,5.0,Good:1280x720 | Playable:1366x768 | Low FPS:1600x900
ATI,Radeon HD 5850,Cypress,TeraScale 2,2009,1024 MB,GDDR5,256 bit,pcie x2.0 x16,151 W,1440.0,unknown,11.2 (11_0),4.4,5.0,Good:1366x768 | Low FPS:1600x900 | Unplayable:1920x1080
ATI,Radeon HD 5870,Cypress,TeraScale 2,2009,1024 MB,GDDR5,256 bit,pcie x2.0 x16,188 W,1600.0,unknown,11.2 (11_0),4.4,5.0,Good:1366x768 | Low FPS:1600x900 | Unplayable:1920x1080
ATI,Radeon HD 5970,Hemlock,TeraScale 2,2009,1024 MB,GDDR5,256 bit,pcie x2.0 x16,294 W,1600.0,unknown,11.2 (11_0),4.4,5.0,Good:1366x768 | Playable:1600x900 | Unplayable:1920x1080
ATI,FirePro 2460 Multi-View,Cedar,TeraScale 2,2010,512 MB,DDR3,256 bit,pcie x2.0 x16,17 W,80.0,unknown,11.2 (11_0),4.4,5.0,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
ATI,FirePro M5800,Madison,TeraScale 2,2010,1024 MB,GDDR5,128 bit,unknown,26 W,400.0,unknown,11.2 (11_0),4.4,5.0,Good:640x480 | Low FPS:1280x720 | Unplayable:1366x768
ATI,FirePro M7820,Broadway,TeraScale 2,2010,1024 MB,GDDR5,128 bit,unknown,50 W,800.0,unknown,11.2 (11_0),4.4,5.0,Good:1280x720 | Low FPS:1366x768 | Unplayable:1600x900
ATI,FirePro V3800,Redwood,TeraScale 2,2010,512 MB,DDR3,64 bit,pcie x2.0 x16,43 W,400.0,unknown,11.2 (11_0),4.4,5.0,Good:640x480 | Low FPS:1280x720 | Unplayable:1366x768
ATI,FirePro V4800,Redwood,TeraScale 2,2010,1024 MB,GDDR5,128 bit,pcie x2.0 x16,69 W,400.0,unknown,11.2 (11_0),4.4,5.0,Good:640x480 | Low FPS:1280x720 | Unplayable:1366x768
ATI,FirePro V5800,Juniper,TeraScale 2,2010,1024 MB,GDDR5,128 bit,pcie x2.0 x16,74 W,800.0,unknown,11.2 (11_0),4.4,5.0,Good:1280x720 | Low FPS:1366x768 | Unplayable:1600x900
ATI,FirePro V5800 DVI,Juniper,TeraScale 2,2010,1024 MB,GDDR5,128 bit,pcie x2.0 x16,74 W,800.0,unknown,11.2 (11_0),4.4,5.0,Good:1280x720 | Low FPS:1366x768 | Unplayable:1600x900
ATI,FirePro V7800,Cypress,TeraScale 2,2010,2 GB,GDDR5,256 bit,pcie x2.0 x16,150 W,1440.0,unknown,11.2 (11_0),4.4,5.0,Good:1366x768 | Low FPS:1600x900 | Unplayable:1920x1080
ATI,FirePro V8800,Cypress,TeraScale 2,2010,2 GB,GDDR5,256 bit,pcie x2.0 x16,208 W,1600.0,unknown,11.2 (11_0),4.4,5.0,Good:1366x768 | Low FPS:1600x900 | Unplayable:1920x1080
ATI,FirePro V9800,Cypress,TeraScale 2,2010,4 GB,GDDR5,256 bit,pcie x2.0 x16,250 W,1600.0,unknown,11.2 (11_0),4.4,5.0,Good:1366x768 | Low FPS:1600x900 | Unplayable:1920x1080
ATI,FirePro V9800P,Cypress,TeraScale 2,2010,4 GB,GDDR5,256 bit,pcie x2.0 x16,225 W,1600.0,unknown,11.2 (11_0),4.4,5.0,Good:1366x768 | Low FPS:1600x900 | Unplayable:1920x1080
ATI,Mobility Radeon HD 4225 IGP,RS880,TeraScale,2010,System Shared,System Shared,System Shared,unknown,9 W,40.0,unknown,10.1 (10_1),3.3,4.1,Low FPS:640x480 | Unplayable:1280x720 | Unplayable:1366x768
ATI,Mobility Radeon HD 4250 IGP,RS880,TeraScale,2010,System Shared,System Shared,System Shared,unknown,unknown,40.0,unknown,10.1 (10_1),3.3,4.1,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
ATI,Mobility Radeon HD 4270 IGP,RS880,TeraScale,2010,System Shared,System Shared,System Shared,unknown,unknown,40.0,unknown,10.1 (10_1),3.3,4.1,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
ATI,Mobility Radeon HD 4550,M93,TeraScale,2010,512 MB,GDDR3,64 bit,unknown,unknown,80.0,unknown,10.1 (10_1),3.3,4.1,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
ATI,Mobility Radeon HD 5145,M92,TeraScale,2010,512 MB,GDDR3,64 bit,unknown,15 W,80.0,unknown,10.1 (10_1),3.3,4.1,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
ATI,Mobility Radeon HD 5165,M96,TeraScale,2010,1024 MB,GDDR3,128 bit,unknown,35 W,320.0,unknown,10.1 (10_1),3.3,4.1,Good:640x480 | Low FPS:1280x720 | Unplayable:1366x768
ATI,Mobility Radeon HD 530v,M92,TeraScale,2010,512 MB,GDDR3,64 bit,unknown,10 W,80.0,unknown,10.1 (10_1),3.3,4.1,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
ATI,Mobility Radeon HD 530v,M93,TeraScale,2010,512 MB,GDDR3,64 bit,unknown,10 W,80.0,unknown,10.1 (10_1),3.3,4.1,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
ATI,Mobility Radeon HD 540v,M92,TeraScale,2010,512 MB,GDDR3,64 bit,unknown,15 W,80.0,unknown,10.1 (10_1),3.3,4.1,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
ATI,Mobility Radeon HD 540v,M93,TeraScale,2010,512 MB,GDDR3,64 bit,unknown,15 W,80.0,unknown,10.1 (10_1),3.3,4.1,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
ATI,Mobility Radeon HD 5430,Park,TeraScale 2,2010,1024 MB,GDDR3,64 bit,unknown,7 W,80.0,unknown,11.2 (11_0),4.4,5.0,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
ATI,Mobility Radeon HD 5450,Park,TeraScale 2,2010,1024 MB,GDDR3,64 bit,unknown,11 W,80.0,unknown,11.2 (11_0),4.4,5.0,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
ATI,Mobility Radeon HD 5450,Park,TeraScale 2,2010,1024 MB,GDDR3,64 bit,unknown,11 W,80.0,unknown,11.2 (11_0),4.4,5.0,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
ATI,Mobility Radeon HD 545v,M93,TeraScale,2010,512 MB,GDDR3,64 bit,unknown,15 W,80.0,unknown,10.1 (10_1),3.3,4.1,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
ATI,Mobility Radeon HD 545v,M92,TeraScale,2010,512 MB,GDDR3,64 bit,unknown,15 W,80.0,unknown,10.1 (10_1),3.3,4.1,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
ATI,Mobility Radeon HD 5470,Park,TeraScale 2,2010,512 MB,GDDR5,64 bit,unknown,15 W,80.0,unknown,11.2 (11_0),4.4,5.0,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
ATI,Mobility Radeon HD 550v,M96,TeraScale,2010,1024 MB,GDDR3,128 bit,unknown,10 W,320.0,unknown,10.1 (10_1),3.3,4.1,Playable:640x480 | Low FPS:1280x720 | Unplayable:1366x768
ATI,Mobility Radeon HD 560v,M96,TeraScale,2010,1024 MB,GDDR3,128 bit,unknown,15 W,320.0,unknown,10.1 (10_1),3.3,4.1,Good:640x480 | Low FPS:1280x720 | Unplayable:1366x768
ATI,Mobility Radeon HD 5650,Madison,TeraScale 2,2010,1024 MB,GDDR3,128 bit,unknown,15 W,400.0,unknown,11.2 (11_0),4.4,5.0,Playable:640x480 | Low FPS:1280x720 | Unplayable:1366x768
ATI,Mobility Radeon HD 565v,M96,TeraScale,2010,1024 MB,GDDR3,128 bit,unknown,20 W,320.0,unknown,10.1 (10_1),3.3,4.1,Good:640x480 | Low FPS:1280x720 | Unplayable:1366x768
ATI,Mobility Radeon HD 5670 Mac Edition,Madison,TeraScale 2,2010,512 MB,GDDR3,128 bit,unknown,15 W,400.0,unknown,11.2 (11_0),4.4,5.0,Good:640x480 | Low FPS:1280x720 | Unplayable:1366x768
ATI,Mobility Radeon HD 5730,Madison,TeraScale 2,2010,1024 MB,GDDR3,128 bit,unknown,26 W,400.0,unknown,11.2 (11_0),4.4,5.0,Good:640x480 | Low FPS:1280x720 | Unplayable:1366x768
ATI,Mobility Radeon HD 5750,Madison,TeraScale 2,2010,1024 MB,GDDR5,128 bit,unknown,25 W,400.0,unknown,11.2 (11_0),4.4,5.0,Good:640x480 | Low FPS:1280x720 | Unplayable:1366x768
ATI,Mobility Radeon HD 5770,Madison,TeraScale 2,2010,1024 MB,GDDR5,128 bit,unknown,30 W,400.0,unknown,11.2 (11_0),4.4,5.0,Good:640x480 | Low FPS:1280x720 | Unplayable:1366x768
ATI,Mobility Radeon HD 5830,Broadway,TeraScale 2,2010,1024 MB,GDDR3,128 bit,unknown,24 W,800.0,unknown,11.2 (11_0),4.4,5.0,Good:640x480 | Playable:1280x720 | Low FPS:1366x768
ATI,Mobility Radeon HD 5850,Broadway,TeraScale 2,2010,1024 MB,GDDR5,128 bit,unknown,30 W,800.0,unknown,11.2 (11_0),4.4,5.0,Good:640x480 | Playable:1280x720 | Low FPS:1366x768
