Brand,Name,Graphics Processor__GPU Name,Graphics Processor__Architecture,Release_Year_Normalized,Memory__Memory Size,Memory__Memory Type,Memory__Memory Bus,Graphics Card__Bus Interface,Board Design__TDP,Render Config__Shading Units,Theoretical Performance__FP32 (float),Graphics Features__DirectX,Graphics Features__OpenGL,Graphics Features__Shader Model,Recommended Resolutions
AMD,Radeon 520 OEM,Banks,GCN 1.0,2017,2 GB,GDDR5,64 bit,pcie x3.0 x8,50 W,320.0,unknown,12 (11_1),4.6,6.5 (5.1),
AMD,Radeon 530 Mobile DDR3,Weston,GCN 3.0,2017,2 GB,DDR3,64 bit,unknown,50 W,384.0,unknown,12 (12_0),4.6,6.5,Good:640x480 | Playable:1280x720 | Low FPS:1366x768
AMD,Radeon 530 Mobile GDDR5,Weston,GCN 3.0,2017,2 GB,GDDR5,64 bit,unknown,50 W,384.0,unknown,12 (12_0),4.6,6.5,Good:640x480 | Playable:1280x720 | Unplayable:1366x768
AMD,Radeon 530X Mobile,Polaris 24,GCN 3.0,2017,2 GB,GDDR5,64 bit,unknown,50 W,384.0,unknown,12 (12_0),4.6,6.5,Good:640x480 | Playable:1280x720 | Low FPS:1366x768
AMD,Radeon 535 Mobile,Polaris 24,GCN 3.0,2017,2 GB,GDDR5,64 bit,unknown,50 W,384.0,unknown,12 (12_0),4.6,6.5,Good:640x480 | Playable:1280x720 | Low FPS:1366x768
AMD,Radeon 540,Lexa,GCN 4.0,2017,1024 MB,GDDR5,32 bit,pcie x3.0 x8,50 W,384.0,unknown,12 (12_0),4.6,6.7,Good:1280x720 | Playable:1366x768 | Low FPS:1600x900
AMD,Radeon 550,Lexa,GCN 4.0,2017,2 GB,GDDR5,64 bit,pcie x3.0 x8,50 W,512.0,unknown,12 (12_0),4.6,6.7,Good:1280x720 | Playable:1366x768 | Low FPS:1600x900
AMD,Radeon E9171 MCM,Lexa,GCN 4.0,2017,4 GB,GDDR5,128 bit,unknown,40 W,512.0,unknown,12 (12_0),4.6,6.7,Good:1280x720 | Playable:1366x768 | Low FPS:1600x900
AMD,Radeon E9172 MXM,Lexa,GCN 4.0,2017,2 GB,GDDR5,64 bit,unknown,35 W,512.0,unknown,12 (12_0),4.6,6.7,Good:1280x720 | Playable:1366x768 | Low FPS:1600x900
AMD,Radeon E9173 PCIe,Lexa,GCN 4.0,2017,2 GB,GDDR5,64 bit,unknown,35 W,512.0,unknown,12 (12_0),4.6,6.7,Good:1280x720 | Playable:1366x768 | Low FPS:1600x900
AMD,Radeon E9174 MXM,Lexa,GCN 4.0,2017,4 GB,GDDR5,128 bit,unknown,50 W,512.0,unknown,12 (12_0),4.6,6.7,Good:1280x720 | Playable:1366x768 | Low FPS:1600x900
AMD,Radeon E9175 PCIe,Lexa,GCN 4.0,2017,4 GB,GDDR5,128 bit,unknown,50 W,512.0,unknown,12 (12_0),4.6,6.7,Good:1280x720 | Playable:1366x768 | Low FPS:1600x900
AMD,Radeon Instinct MI25,Vega 10,GCN 5.0,2017,16 GB,HBM2,2048 bit,pcie x3.0 x16,300 W,4096.0,unknown,12 (12_1),4.6,6.7,
AMD,Radeon Pro 555,Polaris 21,GCN 4.0,2017,2 GB,GDDR5,128 bit,unknown,75 W,768.0,unknown,12 (12_0),4.6,6.7,Good:1280x720 | Playable:1366x768 | Low FPS:1600x900
AMD,Radeon Pro 560,Polaris 21,GCN 4.0,2017,4 GB,GDDR5,128 bit,unknown,75 W,1024.0,unknown,12 (12_0),4.6,6.7,Good:1366x768 | Low FPS:1600x900 | Unplayable:1920x1080
AMD,Radeon Pro 570,Ellesmere,GCN 4.0,2017,4 GB,GDDR5,256 bit,unknown,150 W,1792.0,unknown,12 (12_0),4.6,6.7,Good:1366x768 | Playable:1600x900 | Unplayable:1920x1080
AMD,Radeon Pro 575,Ellesmere,GCN 4.0,2017,4 GB,GDDR5,256 bit,unknown,150 W,2048.0,unknown,12 (12_0),4.6,6.7,Good:1366x768 | Playable:1600x900 | Unplayable:1920x1080
AMD,Radeon Pro 580,Ellesmere,GCN 4.0,2017,8 GB,GDDR5,256 bit,unknown,185 W,2304.0,unknown,12 (12_0),4.6,6.7,Good:1600x900 | Unplayable:1920x1080 | Unplayable:2560x1440
AMD,Radeon Pro Duo Polaris,Ellesmere,GCN 4.0,2017,16 GB,GDDR5,256 bit,pcie x3.0 x16,250 W,2304.0,unknown,12 (12_0),4.6,6.7,Good:1600x900 | Low FPS:1920x1080 | Unplayable:2560x1440
AMD,Radeon Pro SSG,Vega 10,GCN 5.0,2017,16 GB,HBM2,2048 bit,pcie x3.0 x16,260 W,4096.0,unknown,12 (12_1),4.6,6.7,Good:1920x1080 | Low FPS:2560x1440 | Unplayable:3840x2160
AMD,Radeon Pro V320,Vega 10,GCN 5.0,2017,8 GB,HBM2,2048 bit,pcie x3.0 x16,230 W,3584.0,unknown,12 (12_1),4.6,6.7,Good:1920x1080 | Low FPS:2560x1440 | Unplayable:3840x2160
